,Tweet,Polarity,Location,Source,Followers,Friends,Active Since,Lat,Lng,Sentiment,Popularity
21,Trump Prepares to Strip Security Clearance of Obama-era Intel Officials https://t.co/P1o1hPN7cw,0.0,USA / Philippines,Web,18179,17519,10,14.7401,121.02646,O,Popular
22,"RT @gabrielsherman: Wow, that Fox is making a big deal of Obama era intel officials having TV contributor deals is rich. Ailes basically pu…",0.15833333333333333,"New Bedford, MA",Android,55,812,9,41.6376686096191,-70.9308700561523,P,Unpopular
23,"RT @WashTimes: ""A Trump administration’s bad day is an Obama administration’s wished-for day."" @ckchumley #RapidReactions https://t.co/G35Y…",-0.6999999999999998,NVA-DC Metro Area,Android,5653,2528,9,38.9061889648438,-77.0172653198242,N,Popular
24,"@AP Does it hurt being this ignorant AP?
Or just normal for Progressive propagandists?

Bury the lede:
1. Result of… https://t.co/fKzjkTixYv",0.15,,Web,595,798,7,18.7931900024414,100.779800415039,P,Popular
25,"RT @Education4Libs: Trump may revoke security clearances for Brennan &amp; other top Obama officials.

And he should!

ALL former gov’t employe…",0.16666666666666666,"Indiana, USA",iPhone,163,231,1,39.9198036193848,-86.2817993164062,P,Unpopular
26,"@realDonaldTrump When Obama said to him ""knock it off' that was 80zillion times tougher!",0.0,Chicago IL ,Android,711,1273,5,41.8842506408691,-87.6324462890625,O,Popular
27,"RT @KimDotcom: The Department of Justice, the FBI, NSA and CIA have been weaponized and used by Obama, Biden and Clinton in an effort to se…",0.0,,Android,485,237,9,18.7931900024414,100.779800415039,O,Popular
28,@et9028 @politico as well as essentially meeting all NKs goals without giving anything up. They still have nuclear… https://t.co/6gy0EJbWif,0.0,"Texas, USA",Android,52,154,1,31.4627552032471,-99.3330307006836,O,Unpopular
29,"RT @KimDotcom: The Department of Justice, the FBI, NSA and CIA have been weaponized and used by Obama, Biden and Clinton in an effort to se…",0.0,"South Carolina, USA",iPhone,685,238,1,33.9038543701172,-80.8937683105469,O,Popular
30,RT @Tweetsfor45: Yesterday I made a short video showing early images of Donald Trump’s beautiful mother so I figured it would only be fitti…,0.2375,United States,iPhone,21157,21920,9,39.4959144592285,-98.9899826049805,P,Popular
31,@robinmartinson @realDonaldTrump Ohhh that's right... He lives in a constant state of opposite day and confusion.,0.09523809523809523,,iPhone,6,28,1,18.7931900024414,100.779800415039,P,Unpopular
32,RT @grizzlemeister: I stand w/Rand on this issue. Who the hell knows what these Obama appointed flunkies are doing w/classified information…,0.0,"Kannapolis, North Carolina",Web,1539,2303,4,35.5041389465332,-80.6376190185547,O,Popular
33,@versingseattle @mikeyfranklin @mattyglesias Obama was photographed with Farrakhan at a Congressional Black Caucus… https://t.co/4qddGpjxBW,-0.16666666666666666,New York,Web,1484,964,8,40.7145500183105,-74.0071411132812,N,Popular
34,RT @Serenitypleaz1: @Thomas1774Paine I think Mueller's most important job is covering all tracks of 8 yrs of crime left by Obama &amp; his crim…,0.3,,iPhone,4065,4991,6,18.7931900024414,100.779800415039,P,Popular
35,@Vickiegogreen Obama per i sx e i cosiddetti #migranti era buono a #prescindere. Infatti abbiamo visto i risultati… https://t.co/4aGUJM0gDa,0.0,,,163,273,0,18.7931900024414,100.779800415039,O,Unpopular
36,"RT @WayneDupreeShow: The Obama Holdover Project is almost over. 

Strip them of ALL access, clearances, cell phones, breakroom fingerprint…",0.0,,Android,881,1462,0,18.7931900024414,100.779800415039,O,Popular
37,RT @rial_rocks: The case of accused Russian agent Maria Butina reveals a connection  between high-profile corruption in Russia and the Obam…,0.0,,iPhone,5132,5117,2,18.7931900024414,100.779800415039,O,Popular
38,RT @ruckin_: if Michelle Obama ever decides to run for President i’m voting for her. idc if her campgain slogan is “cotton candy sweet as g…,0.35,"Annapolis, MD",iPhone,450,438,6,38.9767799377441,-76.4901428222656,P,Popular
39,"@realDonaldTrump ""Obama Gang"", ""Trump Team"" ... 😄",0.0,"Ohio, USA",Android,633,202,5,40.4130516052246,-82.7112197875977,O,Popular
40,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,Deep South Texas,iPhone,3004,2975,1,31.4627552032471,-99.3330307006836,O,Popular
41,"RT @thebradfordfile: The Obama Admin spied on Donald Trump.

The Obama Admin weaponized the DOJ.

The Obama Admin unmasked political advers…",0.0,"South Carolina, USA",iPhone,685,238,1,33.9038543701172,-80.8937683105469,O,Popular
42,"RT @Dianestraley: Trump Stood Up to Putin, Obama Appeased Him
 https://t.co/EXbxMlIXiJ",0.0,,iPhone,7176,7623,2,18.7931900024414,100.779800415039,O,Popular
43,RT @TomFitton: BRENNAN:Obama CIA Director John Brennan’s threatening and unhinged attacks on @RealDonaldTrump help explain Obama Admin's sp…,0.0,"Memphis, TN",Web,2393,4988,3,35.1497611999512,-90.0492477416992,O,Popular
44,"WTF Are You Waiting For???
BOOM: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/bKIjQm1aYD",-0.25,"Arizona, USA",Web,869,996,9,34.293083190918,-111.664695739746,N,Popular
45,"RT @1Romans58: Unreal how obvious they have become...

MORE MEDIA PROPAGANDA: AP Waits Until 24th Paragraph to Admit Illegal Alien's Deport…",-0.06999999999999999,"Pennsylvania, USA",Web,5660,5608,6,40.8965110778809,-77.838752746582,N,Popular
46,"@realDonaldTrump Trump says he knows about Russian interference in upcoming elections.

Since he accused Obama this… https://t.co/XwiljMpjNY",0.0,,Web,3193,1217,10,18.7931900024414,100.779800415039,O,Popular
47,"RT @Tweetsfor45: This video of Obama mocking Romney's ""1980s"" Russian foreign policy should be played ad nauseam on MSM right now.

 https:…",0.05357142857142857,,iPhone,12859,13331,7,18.7931900024414,100.779800415039,P,Popular
48,RT @FoxNews: .@GovMikeHuckabee: “John Brennan didn’t just say: ‘I disagree with President Trump.’ He accused him of treason.” https://t.co/…,0.0,,Web,2106,3762,9,18.7931900024414,100.779800415039,O,Popular
49,"RT @RealJamesWoods: The #Democrats “rant, they rave, and they stew, accepting that they cannot do what might save them and therefore they o…",0.0,,Web,48,108,1,18.7931900024414,100.779800415039,O,Unpopular
50,"@Heritage Y’all remember that’s on trend with the last few years (including the Obama admin), right? Why didn’t the… https://t.co/vVtmaEP1er",0.028571428571428564,"Richmond, VA",iPhone,34,334,2,37.540699005127,-77.4336471557617,P,Unpopular
51,RT @historyinflicks: The person who said that was Barack Obama in 2008 and he was right https://t.co/YuILweypxB,0.2857142857142857,,,1811,2804,5,18.7931900024414,100.779800415039,P,Popular
52,@alreadygreatMD @Kevin_19843 @RickyMakeup @clair4k @HollyFrench17 @MOVEprofPHD @2toomanytweets @bongo_xxx… https://t.co/JRjZH3pFFL,0.0,Arizona,Web,3761,3696,7,34.293083190918,-111.664695739746,O,Popular
53,RT @RealJack: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/gebFdTswPc,0.0,Land of the Free Home of the Brave,iPhone,955,1720,0,34.2384300231934,-84.2884063720703,O,Popular
54,RT @gatewaypundit: MORE MEDIA PROPAGANDA: AP Waits Until 24th Paragraph to Admit Illegal Alien's Deportation Process Started Under Obama ht…,-0.0875,"Paris, France/America",iPhone,731,792,9,48.8572082519531,2.34143996238708,N,Popular
55,RT @TomFitton: BRENNAN:Obama CIA Director John Brennan’s threatening and unhinged attacks on @RealDonaldTrump help explain Obama Admin's sp…,0.0,"California, USA",iPhone,162,213,3,37.2551002502441,-119.617523193359,O,Unpopular
56,RT @Thomas1774Paine: Obama-Appointed Judge Rules In Favor of Convicted Terrorist https://t.co/nRx2CKSF9k,0.0,"Orlando, FL",iPhone,6936,4655,2,28.5382308959961,-81.3773880004883,O,Popular
57,nude photos naked pictures of michelle obama bondage pornos very young asian porn free download porn pics  https://t.co/jdD3IDlwUE,0.1325,France,Web,17,104,1,46.6218414306641,2.45194292068481,P,Unpopular
58,"RT @thebradfordfile: Dear Nancy Pelosi:

Please spare America the lectures on partisanship in intelligence. Your party weaponized every fed…",0.0,Florida,Web,545,2025,9,28.4925804138184,-82.4722213745117,O,Popular
59,"@EdKrassen How about making a level playing field. Obama either got punked, giving up our lunch money, or he sold us out.",0.0,San Francisco Bay Area,iPhone,19432,21357,4,37.75,-122.282997131348,O,Popular
60,"@ThisAmerLife @TheAtlantic @JeremyRaff @nadiareiman Bad decision, Anita,  even Barack Hussein Obama warned migrants… https://t.co/o59hTqO38M",-0.6999999999999998,Midwest,Web,364,601,5,43.4127197265625,-106.276641845703,N,Popular
61,RT @hermanntertsch: A Obama le dieron el Premio Nobel de la Paz por ningún mérito y únicamente la condición de ser algo negro y un aventaja…,0.0,,Web,1136,1911,4,18.7931900024414,100.779800415039,O,Popular
62,"RT @ArizonaKayte: YA DONT SAY?!?!

James Clapper Admits #Obama Is Behind The Robert #Mueller Investigation
https://t.co/Ay3ojGg15B",-0.4,,Android,131,88,2,18.7931900024414,100.779800415039,N,Unpopular
63,RT @RL9631: President Trump is a problem solver first and foremost &amp; the Middle East is a biggest problem thanks to Obama’s (intentional?)…,0.15,"Newport ,Rhode Island",iPhone,5405,5649,9,41.4922409057617,-71.3112411499023,P,Popular
64,"RT @FlaLady2: @cspan @PressSec What about Obama, HRC and even Loretta Lynch? None of them should have this intel.",0.0,,Android,147,48,3,18.7931900024414,100.779800415039,O,Unpopular
65,@jasoninthehouse @Cheshire0 It was a habit for Obama &amp; his administration to spy. Spied on Tea Party members &amp; had… https://t.co/3CG3rhDHWI,0.0,United States,iPhone,240,498,2,39.4959144592285,-98.9899826049805,O,Unpopular
66,RT @hermanntertsch: A Obama le dieron el Premio Nobel de la Paz por ningún mérito y únicamente la condición de ser algo negro y un aventaja…,0.0,"Bolívar, Venezuela",Android,1204,668,9,6.24270105361938,-63.5313148498535,O,Popular
67,"RT @ChuckCallesto: Won't see this on #CNN

BOMBSHELL: Indicted Russian Spy Has MAJOR Connection To Obama Administration

https://t.co/47pP6…",0.03125,,Android,377,558,0,18.7931900024414,100.779800415039,P,Popular
68,RT @BFT_Podcast: CLAPPER ADMITS: Obama Personally Ordered Peter Strzok To Set Up Mueller Probe https://t.co/8dQr5SALBV https://t.co/y2BpKKr…,0.0,,iPhone,27,12,3,18.7931900024414,100.779800415039,O,Unpopular
69,"RT @ida_skibenes: RANT: I am so fucking tired of the fucking whataboutism. No, I did not blindly support Obama when he was president, and I…",-0.25,,iPhone,722,1960,1,18.7931900024414,100.779800415039,N,Popular
70,"RT @jasoninthehouse: Presidential candidates are to be protected from adversaries; given secret service, CIA briefings, etc. If Obama team…",-0.4,United States,Android,157,172,1,39.4959144592285,-98.9899826049805,N,Unpopular
71,RT @The_Trump_Train: @realDonaldTrump Russia is the biggest ally of the Democrats... They lined crooked Hillary and Obama’s pockets!,0.0,Canada,Android,1047,2146,1,62.5360412597656,-96.3883514404297,O,Popular
72,@BostonGlobe It's time to go over every single case of asylum granted by Obama.  Did any of you readers of the croo… https://t.co/yuW5ga0OOL,-0.07142857142857142,,Web,19,17,5,18.7931900024414,100.779800415039,N,Unpopular
73,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,"Miami, FL",Web,162,431,3,25.7748107910156,-80.1977310180664,O,Unpopular
74,"RT @mschlapp: If you worked for Obama and you used confidential info to help ""stop"" Trump how can you argue you deserve to keep your sec cl…",-0.1,"London, England",Web,1101,1013,5,51.506420135498,-0.127210006117821,N,Popular
75,"RT @IWillRedPillU: HR McMaster is the man who approved the continuation of security clearances of many Obama Regime figureheads-

We know t…",0.5, USA,Android,5277,3004,4,39.4959144592285,-98.9899826049805,P,Popular
76,"RT @Nan2395707300: Its abt time r Senators, etc start LOOKING OUT FOR AMERICA. Thank u @RandPaul 4 standing up 4 r security &amp; r country. We…",0.0,,Android,334,488,1,18.7931900024414,100.779800415039,O,Popular
77,"RT @mschlapp: If you worked for Obama and you used confidential info to help ""stop"" Trump how can you argue you deserve to keep your sec cl…",-0.1,"Florida, USA",Android,26,242,0,28.4925804138184,-82.4722213745117,N,Unpopular
78,RT @adriandt31: Fired FBI Dir Jim Comey lashed out @POTUS after White House announced Pres Considering revoking Sec Clearances Obama’s Deep…,-0.05,,Android,4667,4666,3,18.7931900024414,100.779800415039,N,Popular
79,Obama’s Cybersecurity Ordered to Stand Down on Russian Election Meddling https://t.co/myVt4r4uCf,-0.07777777777777779,Apple Valley CA,Web,7591,7085,8,34.5232086181641,-117.21573638916,N,Popular
80,"@kaehvogel @ClumsyFaerie @MrTommyCampbell @realDonaldTrump Yes, drastically increased military spending, armed anti… https://t.co/yLMy05vId1",-0.1,Pennsylvania,Android,164,179,1,40.8965110778809,-77.838752746582,N,Unpopular
81,"RT @Golfinggary5221: WOW! 
Notorious Hacker Says He Has Enough Dirt On Obama, Clinton and Biden  To LOCK THEM UP! Corruption and abuse of p…",0.0625,PA,,37233,13264,2,40.8965110778809,-77.838752746582,P,Popular
82,@Jim_Jordan HOW #CLEAR WE HAVE TO MAKE IT FOR #DUMB #DEMS TO SEE THE #TRUTH ?THEY #WANTED THAT EXTRA 4 YRS. AFTER P… https://t.co/HTkn2zK453,-0.09166666666666666,"129, N.CORTEZ ST.",Web,98,936,5,34.54276,-112.46826,N,Unpopular
83,"RT @gabrielsherman: Wow, that Fox is making a big deal of Obama era intel officials having TV contributor deals is rich. Ailes basically pu…",0.15833333333333333,California High Desert,Android,10639,11294,6,34.7999992370605,-117.599998474121,P,Popular
84,"RT @SenSanders: No, Obama improved relations with Iran. Are YOU, President Trump, planning to start a war to get re-elected? https://t.co/M…",0.0,,Android,25,223,9,18.7931900024414,100.779800415039,O,Unpopular
85,"RT @thebradfordfile: If President Trump is revoking security clearances of Obama lackeys who screwed America, there’s one to add:

John McC…",0.0,,iPhone,1218,1547,0,18.7931900024414,100.779800415039,O,Popular
86,"RT @67jewelCDH: I'm struggling to think of one decision Trump has made for the betterment of this country. Every decision is about, How do…",0.0,"San Francisco, California",Android,266,975,7,37.7771186828613,-122.419639587402,O,Unpopular
87,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,Texas,Web,1375,1781,0,31.4627552032471,-99.3330307006836,O,Popular
88,"RT @RubyRockstar333: Major Fraud 😡
Per Special Inspector Gen John Sopko, BHO wasted $300M on salaries of “people who don’t exist”

Sopko al…",0.07321428571428573,,iPhone,4050,4436,6,18.7931900024414,100.779800415039,P,Popular
89,"RT @FoxBusiness: Trump looking into revoking security clearances for Brennan, other top Obama officials https://t.co/JGg1sv7MAa https://t.c…",0.1875,"Texas, USA",iPhone,2889,2396,2,31.4627552032471,-99.3330307006836,P,Popular
90,"RT @WayneDupreeShow: Clapper Responds To Possibility His Security Clearance Could Be Revoked — Petty Thing To Do 

This is the sound of an…",0.4,"Midwest, Indiana",iPhone,11980,11890,2,39.9198036193848,-86.2817993164062,P,Popular
91,"RT @Thomas1774Paine: Alleged Russian agent Butina met with Obama's U.S. Treasury, Fed officials; Was Granted “Expedited” Entry into U.S. vi…",-0.05,,Web,536,535,3,18.7931900024414,100.779800415039,N,Popular
92,RT @mkraju: Bailouts for Wall Street and autos prompted furious conservative pushback during Bush and Obama years. Will be interesting to s…,0.5,,,248,308,1,18.7931900024414,100.779800415039,P,Unpopular
93,"@HardballChris Chris as usual sounds insane!
Obama open mic slip: 'After my election I have more flexibility'
https://t.co/ec9auQKQGZ",-0.1875,"San Francisco, CA",Web,25,25,1,37.7771186828613,-122.419639587402,N,Unpopular
94,RT @ruckin_: if Michelle Obama ever decides to run for President i’m voting for her. idc if her campgain slogan is “cotton candy sweet as g…,0.35,"Virginia, USA",iPhone,170,175,4,37.5127868652344,-78.6980972290039,P,Unpopular
95,RT @grizzlemeister: I stand w/Rand on this issue. Who the hell knows what these Obama appointed flunkies are doing w/classified information…,0.0,,Android,4704,621,4,18.7931900024414,100.779800415039,O,Popular
96,RT @ruckin_: if Michelle Obama ever decides to run for President i’m voting for her. idc if her campgain slogan is “cotton candy sweet as g…,0.35,Capricorn ,iPhone,365,334,8,-23.4814853668213,29.1829490661621,P,Popular
97,"RT @ida_skibenes: RANT: I am so fucking tired of the fucking whataboutism. No, I did not blindly support Obama when he was president, and I…",-0.25,"Victorville, CA",iPhone,82,277,6,34.5106086730957,-117.323638916016,N,Unpopular
98,"RT @KimDotcom: I have the case to put Obama, Biden and Clinton into a Court room to answer for their corruption and criminal abuse of power…",-0.4,,iPhone,3696,3574,7,18.7931900024414,100.779800415039,N,Popular
99,Obama the Liberal God was the worst towards the Press. https://t.co/TtK21CKvzl,-1.0,"Orlando, FL",iPhone,6936,4655,2,28.5382308959961,-81.3773880004883,N,Popular
100,RT @MarkJKremer: Just a reminder that at this point in the Obama presidency people were giving him shit for EATING MUSTARD!,-0.25,Houston,,596,1643,2,29.7605800628662,-95.3696823120117,N,Popular
101,"RT @EvonS777: New FISA Evidence Shows Dirty Rosenstein Is Corrupt to the Core - Needs to Be Questioned &amp; Punished.
FIRE HIM
Obama FBI PAID…",-0.3212121212121212,"Fairbanks, AK",Web,1046,801,3,64.8450927734375,-147.722030639648,N,Popular
102,"RT @Julia3131: @realDonaldTrump Donnie, I cant agree with you more...Our Favourite President, Barack Obama, did nothing wrong! But we alrea…",-0.625,go badgers,iPhone,318,1258,6,43.0821838378906,-70.7525405883789,N,Popular
103,RT @RyanAFournier: This is Lois Greisman. She’s an Obama holdover over at the FTC. She is strategically targeting any payment processing co…,0.0,"Hawaii, USA",,935,2196,7,19.598518371582,-155.5185546875,O,Popular
104,@MelissaOctLibra @41actionnews What did Butera say when he was at the White House with Obama?,0.0,,iPhone,334,178,7,18.7931900024414,100.779800415039,O,Popular
105,"RT @JudicialWatch: JW President @TomFitton: ""This is a Clinton campaign doc that was presented to the Court as if it weren’t &amp; then they us…",0.0,"Paris, France/America",iPhone,731,792,9,48.8572082519531,2.34143996238708,O,Popular
106,@JacobSeibert4 @neontaster Yeah government has helped farmers for decades I live in a huge farming community. So th… https://t.co/MJP852gG5i,0.2681818181818182,,iPhone,521,621,2,18.7931900024414,100.779800415039,P,Popular
107,"RT @steph93065: Truth is, Obama's entire Intelligence staff SUCKED AT THEIR JOB. The hacks and attacks that happened under their watch were…",0.0,,iPhone,276,384,6,18.7931900024414,100.779800415039,O,Unpopular
108,RT @deegrose: @charliekirk11 @HelloTeamTrump Thanks to Obama that’s common core which is turning our children into communism.  We need to g…,-0.04999999999999999,,iPhone,10035,10920,2,18.7931900024414,100.779800415039,N,Popular
109,"RT @KimDotcom: I have the case to put Obama, Biden and Clinton into a Court room to answer for their corruption and criminal abuse of power…",-0.4,"Creede, Co",Android,168,102,1,37.8512496948242,-106.926628112793,N,Unpopular
110,"RT @gabrielsherman: Wow, that Fox is making a big deal of Obama era intel officials having TV contributor deals is rich. Ailes basically pu…",0.15833333333333333,"Upper West Side, New York",iPhone,91,1639,2,40.7925109863281,-73.9731979370117,P,Unpopular
111,RT @hermanntertsch: A Obama le dieron el Premio Nobel de la Paz por ningún mérito y únicamente la condición de ser algo negro y un aventaja…,0.0,,Web,1173,389,5,18.7931900024414,100.779800415039,O,Popular
112,RT @Jamierodr10: This is what Obama has to say about Russia. I didn’t hear any complaining then.. @chuckschumer @NancyPelosi Let this go vi…,0.0,New Jersey,,7299,7563,6,40.1387786865234,-74.6769104003906,O,Popular
113,"RT @Golfinggary5221: WOW! 
Notorious Hacker Says He Has Enough Dirt On Obama, Clinton and Biden  To LOCK THEM UP! Corruption and abuse of p…",0.0625,,,602,335,1,18.7931900024414,100.779800415039,P,Popular
114,Like Obama &amp; the entire USA bailed them all out in 08? We really need to stick to Democrats in power. We don't abus… https://t.co/bi0yRaKej7,0.1,Southwestern USA. NM. Arizona.,Web,9114,9789,8,34.4213218688965,-106.108406066895,P,Popular
115,"RT @kfhall0852: @newtgingrich @realDonaldTrump Sorry Newt, guess all those fat cells have finally choked off oxygen to your brain. Obama ne…",-0.25,,,8,85,4,18.7931900024414,100.779800415039,N,Unpopular
116,RT @grizzlemeister: I stand w/Rand on this issue. Who the hell knows what these Obama appointed flunkies are doing w/classified information…,0.0,"Massachusetts, USA",Android,479,620,1,42.1561851501465,-71.5661926269531,O,Popular
117,"RT @ChuckCallesto: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP

 https://t.co/yeXuBu6wSy",0.0,,Android,322,788,6,18.7931900024414,100.779800415039,O,Popular
118,"RT @KimDotcom: I have the case to put Obama, Biden and Clinton into a Court room to answer for their corruption and criminal abuse of power…",-0.4,,iPhone,5,7,6,18.7931900024414,100.779800415039,N,Unpopular
119,RT @adriandt31: Fired FBI Dir Jim Comey lashed out @POTUS after White House announced Pres Considering revoking Sec Clearances Obama’s Deep…,-0.05,,Android,587,681,0,18.7931900024414,100.779800415039,N,Popular
120,"RT @SarahPalinUSA: Obama's Former Director of National Intelligence Comes Clean, Says It Was Obama Who Set Entire Mueller Witch Hunt Into M…",0.12222222222222225,"Florida, USA",iPhone,18818,18648,2,28.4925804138184,-82.4722213745117,P,Popular
121,RT @RealJack: Notorious Hacker Says He Has Enough Dirt On Obama &amp; Friends To LOCK THEM UP https://t.co/gebFdTswPc,0.0,"Boca Raton, FL",iPhone,175,229,4,26.3504905700684,-80.0884094238281,O,Unpopular
122,RT @IjeomaOluo: Imagine how much good Obama could have gotten done if Congress was even half as permissive of his efforts to lead the count…,0.26666666666666666,"San Diego, CA",iPhone,14,188,2,32.7156791687012,-117.161712646484,P,Unpopular
123,"RT @thebradfordfile: If President Trump is revoking security clearances of Obama lackeys who screwed America, there’s one to add:

John McC…",0.0,Classified,iPhone,940,1841,9,,,O,Popular
124,"RT @President1Trump: WOW! Video of the day! 77 yr-young black woman destroys @TheDemocrats party! She says, the Dems want to bring in refug…",-0.026041666666666657,,iPhone,5238,5749,7,18.7931900024414,100.779800415039,N,Popular
125,"RT @mschlapp: If you worked for Obama and you used confidential info to help ""stop"" Trump how can you argue you deserve to keep your sec cl…",-0.1,Out Of My Mind,Web,42,64,2,52.2332992553711,31.38330078125,N,Unpopular
126,"RT @GartrellLinda: IN HIS FINAL YEAR IN OFFICE OBAMA Spent Stunning $36.2 MILLION On Lawsuits To Hide Federal Records From Public
This will…",0.1,United States,iPhone,590,2242,1,39.4959144592285,-98.9899826049805,P,Popular
127,"@ida_skibenes I agree! If you have to resort to a #whataboutism then your argument is as weak as our ""President"". O… https://t.co/iL9wEaXN9j",-0.375,Arizona,Android,1668,3744,6,34.293083190918,-111.664695739746,N,Popular
128,"@KattyKissem @JanzforCongress @realDonaldTrump This is also one of my favorites. Trump called it, Obama spoke off a… https://t.co/VGa5oKSISB",0.0,"Maynardville, TN",iPhone,131,574,0,36.2430305480957,-83.8134765625,O,Unpopular
129,RT @jerome_corsi: Carter Page Says Clinton Campaign Was Spreading Rumors of Russian Collusion Months Before Dossier Surfaced https://t.co/3…,0.0,"Orlando, FL",Android,11188,10347,2,28.5382308959961,-81.3773880004883,O,Popular
130,RT @ruckin_: if Michelle Obama ever decides to run for President i’m voting for her. idc if her campgain slogan is “cotton candy sweet as g…,0.35,,iPhone,7,171,2,18.7931900024414,100.779800415039,P,Unpopular
131,"RT @jerome_corsi: Did Obama, Brennan &amp; Clinton Illegally Collude To Take Trump Down?  https://t.co/EqQSKsux9W As Kimberley Strassel wrote i…",-0.3277777777777778,worldwide,Web,584,168,8,,,N,Popular
